"","AlertCategory","NetworkEventType","NetworkInteractionType","DataTransferVolume_IN","DataTransferVolume_OUT","TransactionsPerSession","NetworkAccessFrequency","UserActivityLevel","SessionIntegrityCheck","ResourceUtilizationFlag","SecurityRiskLevel","ResponseTime","Classification"
"76707","Warning","PolicyViolation","Anomalous",131225189,145717134,32509,34551,5,TRUE,FALSE,170874408,8.69151,"Normal"
"341267","Informational","PolicyViolation","Suspicious",127337759,156867538,35625,44521,6,FALSE,FALSE,196523910,31.06704,"Normal"
"11364","Alert","PolicyViolation","Suspicious",134424631,185669214,39406,48667,4,TRUE,TRUE,202046216,36.76653,"Normal"
"113515","Alert","PolicyViolation","Suspicious",124023295,146341639,34204,23804,6,TRUE,FALSE,151565669,28.48501,"Normal"
"58218","Informational","PolicyViolation","Suspicious",130303974,148396161,32968,26955,5,TRUE,FALSE,165828134,38.29431,"Normal"
"276594","Warning","PolicyViolation","Suspicious",135538397,195816854,42472,15569,5,TRUE,FALSE,69841050,30.43442,"Normal"
"237859","Informational","PolicyViolation","Suspicious",127562374,162777419,35957,35276,5,TRUE,FALSE,71453919,25.89959,"Normal"
"307512","Warning","PolicyViolation","Suspicious",128954069,174541025,39097,41023,6,FALSE,FALSE,137217542,32.85181,"Normal"
"281688","Warning","NormalOperation","Suspicious",148556777,114949618,29652,43462,5,TRUE,FALSE,178479652,30.43038,"Normal"
"118999","Warning","PolicyViolation","Suspicious",188776088,63406384,23087,30447,4,TRUE,FALSE,148997491,21.36454,"Normal"
"267334","Warning","PolicyViolation","Anomalous",127685999,148853808,32937,43567,5,FALSE,FALSE,176844240,35.02107,"Normal"
"453909","Warning","PolicyViolation","Anomalous",130958211,125750495,28495,35647,5,TRUE,FALSE,198233162,35.60718,"Normal"
"85203","Warning","ThreatDetected","Anomalous",128307722,142104036,31876,28531,6,FALSE,FALSE,128386181,32.20555,"Normal"
"113940","Warning","NormalOperation","Suspicious",125585822,190656886,42366,43338,6,FALSE,FALSE,181485753,31.84029,"Normal"
"310504","Warning","PolicyViolation","Suspicious",117806979,165242567,35457,46192,5,TRUE,TRUE,133427592,33.82161,"Normal"
"336464","Warning","NormalOperation","Suspicious",124781292,166331843,36204,30063,6,FALSE,FALSE,184040683,31.39134,"Normal"
"259075","Warning","PolicyViolation","Suspicious",217491738,98823403,29694,24519,4,FALSE,FALSE,146772575,32.48027,"Normal"
"355441","Warning","NormalOperation","Elevated",132386034,205586676,45076,39272,6,FALSE,FALSE,128288912,30.42512,"Normal"
"89938","Informational","PolicyViolation","Suspicious",125260391,149925997,33040,35546,5,FALSE,FALSE,173836267,38.94729,"Normal"
"6918","Warning","PolicyViolation","Anomalous",147086008,78475126,20713,31247,4,FALSE,FALSE,99505095,25.22459,"Normal"
"133547","Warning","PolicyViolation","Anomalous",131338429,149338968,33918,41671,6,FALSE,FALSE,151285500,22.3366,"Normal"
"324135","Alert","PolicyViolation","Suspicious",164948650,96194155,28880,36948,5,FALSE,FALSE,153212997,22.00706,"Normal"
"275297","Warning","PolicyViolation","Elevated",132205769,220584025,50515,18013,7,FALSE,FALSE,153000998,40.61351,"Normal"
"297662","Informational","NormalOperation","Elevated",140656587,207331863,46513,41082,6,FALSE,FALSE,219001735,31.85645,"Normal"
"261986","Informational","PolicyViolation","Anomalous",117785325,133806838,28064,36670,4,FALSE,TRUE,156553424,34.45574,"Normal"
"202402","Warning","PolicyViolation","Suspicious",122638915,186904382,42109,38317,6,TRUE,FALSE,134941393,37.4799,"Normal"
"227001","Warning","PolicyViolation","Anomalous",76765647,120864889,26894,34479,7,TRUE,TRUE,157971988,34.04212,"Normal"
"411393","Warning","PolicyViolation","Suspicious",126968454,204336160,44034,26342,6,FALSE,FALSE,160165300,41.51573,"Normal"
"171370","Warning","PolicyViolation","Suspicious",138965028,159019708,38396,31320,7,FALSE,FALSE,139482456,43.14582,"Normal"
"387307","Warning","PolicyViolation","Critical",120421697,84268531,19224,41388,5,FALSE,FALSE,184776795,31.26468,"Normal"
"366515","Warning","PolicyViolation","Critical",131269650,100803445,23952,21958,6,TRUE,FALSE,136176069,28.73517,"Normal"
"108326","Alert","PolicyViolation","Anomalous",123542433,125154763,29167,41571,6,TRUE,FALSE,111611204,34.84321,"Normal"
"437598","Warning","PolicyViolation","Suspicious",128474249,159524385,37345,28608,7,FALSE,FALSE,154209582,20.41517,"Normal"
"86002","Warning","PolicyViolation","Suspicious",135082664,163380874,39400,30738,7,FALSE,FALSE,129346617,39.64292,"Normal"
"56265","Warning","PolicyViolation","Suspicious",131394997,182972798,41384,27853,6,FALSE,FALSE,142779506,25.35441,"Normal"
"205084","Warning","PolicyViolation","Critical",127140930,105029437,25688,38916,7,TRUE,FALSE,184705399,33.57474,"Normal"
"359744","Warning","PolicyViolation","Anomalous",144613768,128429239,30571,39368,6,FALSE,FALSE,172956849,39.22676,"Normal"
"188293","Warning","NormalOperation","Anomalous",134908225,149208241,34108,32287,6,TRUE,FALSE,189188246,37.98997,"Normal"
"12647","Warning","PolicyViolation","Suspicious",127928559,162148414,35677,29451,5,FALSE,FALSE,155446010,28.46099,"Normal"
"211168","Informational","PolicyViolation","Suspicious",136074011,186055689,43599,31129,7,TRUE,FALSE,229009657,31.83904,"Normal"
"327927","Warning","PolicyViolation","Anomalous",127928641,143559351,32964,24788,6,FALSE,FALSE,166101571,42.23146,"Normal"
"409078","Warning","PolicyViolation","Suspicious",134651414,177190019,40658,24888,7,TRUE,FALSE,151588503,31.37248,"Normal"
"11318","Warning","PolicyViolation","Suspicious",129241349,166677300,37359,33509,6,FALSE,FALSE,177290418,42.72138,"Normal"
"134975","Warning","PolicyViolation","Anomalous",134588327,131693956,29997,42784,6,TRUE,FALSE,119965556,27.95047,"Normal"
"279758","Warning","PolicyViolation","Suspicious",135733587,168121232,36866,28251,5,TRUE,FALSE,158146220,26.24633,"Normal"
"256967","Warning","PolicyViolation","Anomalous",139662999,134040398,30788,38560,6,FALSE,FALSE,96952795,25.06629,"Normal"
"193383","Warning","PolicyViolation","Suspicious",128719121,188946787,41490,35402,5,FALSE,FALSE,145068917,25.71971,"Normal"
"197312","Warning","PolicyViolation","Suspicious",135275552,170493978,36777,28654,5,FALSE,FALSE,230250245,27.85775,"Normal"
"205218","Warning","PolicyViolation","Suspicious",139811858,182402592,39799,36946,5,TRUE,FALSE,118891101,31.8057,"Normal"
"299812","Warning","PolicyViolation","Anomalous",128958713,135073384,30137,36276,5,TRUE,FALSE,144164937,19.56012,"Normal"
"213875","Informational","PolicyViolation","Suspicious",130815419,170448557,36157,32039,4,TRUE,TRUE,134082431,27.44091,"Normal"
"125151","Warning","PolicyViolation","Suspicious",137334114,170602259,39567,32022,7,TRUE,FALSE,143861856,30.96503,"Normal"
"58741","Warning","PolicyViolation","Suspicious",134673778,169666973,36059,33163,4,TRUE,TRUE,108867717,37.02678,"Normal"
"235412","Warning","PolicyViolation","Suspicious",130921132,164459478,38018,38719,7,TRUE,FALSE,119185549,36.00267,"Normal"
"1892","Warning","PolicyViolation","Suspicious",129061656,185302845,39272,39491,5,FALSE,TRUE,190617934,17.8053,"Normal"
"190737","Informational","NormalOperation","Critical",123792409,98839439,22489,32156,5,TRUE,FALSE,186185470,18.56192,"Normal"
"348506","Warning","PolicyViolation","Suspicious",141571068,179301857,39905,37434,6,TRUE,FALSE,139833797,19.20825,"Normal"
"221434","Warning","PolicyViolation","Anomalous",127683190,136288758,30471,28808,5,TRUE,FALSE,182382117,30.50043,"Normal"
"38556","Warning","PolicyViolation","Elevated",145522401,212151036,46119,18434,5,FALSE,FALSE,138367856,23.6509,"Normal"
"139593","Warning","PolicyViolation","Suspicious",212076834,89532990,28216,40011,4,TRUE,FALSE,164188707,31.71015,"Normal"
"416279","Warning","PolicyViolation","Anomalous",132567617,92223234,20689,19844,4,TRUE,TRUE,128993386,27.30383,"Normal"
"425962","Warning","PolicyViolation","Anomalous",124571770,137687547,32062,25213,6,FALSE,FALSE,111535985,29.64678,"Normal"
"315350","Warning","PolicyViolation","Anomalous",182480815,84911148,24908,27843,4,TRUE,FALSE,109710963,12.88478,"Normal"
"417617","Informational","PolicyViolation","Anomalous",130227991,115238405,26908,43423,5,FALSE,FALSE,112404801,27.32741,"Normal"
"413502","Warning","PolicyViolation","Suspicious",138429279,184284547,40299,33199,5,FALSE,FALSE,177903532,30.76361,"Normal"
"435445","Warning","PolicyViolation","Anomalous",123450921,106068983,23025,31948,4,TRUE,FALSE,58814219,37.72911,"Normal"
"343626","Informational","PolicyViolation","Anomalous",133639467,131377759,30577,31275,6,FALSE,FALSE,103718139,22.49459,"Normal"
"424556","Warning","ThreatDetected","Anomalous",126919000,106320711,23715,46480,5,TRUE,FALSE,133174484,41.8334,"Normal"
"451190","Warning","PolicyViolation","Suspicious",140751717,180566784,41542,34173,6,TRUE,FALSE,164530960,30.13311,"Normal"
"25533","Warning","NormalOperation","Anomalous",129491102,142318756,30699,31690,4,TRUE,FALSE,166814400,25.79373,"Normal"
"81766","Alert","PolicyViolation","Critical",127790309,94864454,22413,43779,5,TRUE,FALSE,123196330,28.1683,"Normal"
"94869","Warning","PolicyViolation","Elevated",130586389,221395836,49526,43076,7,TRUE,FALSE,212043772,32.29689,"Normal"
"287070","Warning","PolicyViolation","Anomalous",127451066,145337488,31630,35040,5,FALSE,FALSE,188095807,42.33868,"Normal"
"365840","Warning","ThreatDetected","Anomalous",177505762,90576290,24746,31232,4,FALSE,FALSE,157540290,25.00478,"Normal"
"400439","Warning","NormalOperation","Critical",130777949,92797417,19753,28194,4,FALSE,FALSE,129457468,46.87853,"Normal"
"63565","Warning","PolicyViolation","Anomalous",132828198,125426219,28167,32145,5,FALSE,FALSE,191604635,30.17482,"Normal"
"174699","Warning","PolicyViolation","Critical",130049616,71421142,15920,30925,4,TRUE,FALSE,134419884,15.90664,"Normal"
"164413","Warning","PolicyViolation","Anomalous",132100595,127805544,28921,42520,5,TRUE,FALSE,76913497,23.99811,"Normal"
"216707","Warning","PolicyViolation","Suspicious",123276963,193791973,43772,44503,7,TRUE,FALSE,113293638,23.18693,"Normal"
"422340","Warning","NormalOperation","Suspicious",127275213,173424238,37091,33577,5,TRUE,TRUE,155681979,19.60138,"Normal"
"228703","Informational","PolicyViolation","Anomalous",136774744,120655140,26889,19605,5,FALSE,FALSE,111400661,25.48213,"Normal"
"13802","Warning","NormalOperation","Suspicious",125610730,177450819,39673,32087,6,FALSE,FALSE,197303871,25.40831,"Normal"
"43837","Warning","PolicyViolation","Suspicious",132822305,179406684,38843,43791,5,FALSE,FALSE,130797304,29.71001,"Normal"
"79249","Warning","PolicyViolation","Suspicious",145470491,191594776,43391,30298,7,FALSE,FALSE,122625166,31.79045,"Normal"
"34773","Warning","PolicyViolation","Anomalous",124797272,130560767,29319,24059,5,TRUE,FALSE,149295606,23.9293,"Normal"
"194691","Alert","PolicyViolation","Suspicious",132705292,148967976,33798,39750,6,FALSE,FALSE,161738054,29.93049,"Normal"
"172106","Warning","PolicyViolation","Anomalous",97505426,107153533,26699,33013,7,FALSE,TRUE,121883186,35.07156,"Normal"
"17898","Warning","PolicyViolation","Anomalous",145897842,103791301,26348,35887,5,FALSE,FALSE,136552450,35.27708,"Normal"
"65859","Informational","PolicyViolation","Anomalous",138305646,134658959,29352,24095,4,TRUE,FALSE,110278303,34.77353,"Normal"
"220472","Informational","PolicyViolation","Suspicious",135791381,172808705,38951,36862,6,TRUE,FALSE,163268932,38.19939,"Normal"
"277024","Informational","PolicyViolation","Elevated",127076055,191287768,40688,21028,4,TRUE,TRUE,107575482,20.79977,"Normal"
"201663","Warning","PolicyViolation","Anomalous",138468456,127483739,30313,28808,6,FALSE,FALSE,181633486,12.90031,"Normal"
"131965","Warning","NormalOperation","Anomalous",129864470,145087401,32379,46326,5,TRUE,FALSE,187964599,32.53348,"Normal"
"290597","Warning","PolicyViolation","Suspicious",139891507,196720013,41610,21675,4,TRUE,FALSE,188941687,29.88359,"Normal"
"13942","Warning","PolicyViolation","Anomalous",117172749,117471626,24730,32514,4,FALSE,TRUE,168794936,32.26058,"Normal"
"168845","Warning","PolicyViolation","Suspicious",123788659,147013671,33028,28720,5,FALSE,FALSE,181398654,39.53077,"Normal"
"306422","Warning","PolicyViolation","Critical",127715359,88519163,17959,32528,3,TRUE,TRUE,112533467,28.86049,"Normal"
"205502","Warning","NormalOperation","Anomalous",130219507,100784377,23583,33847,5,FALSE,FALSE,109367082,28.9929,"Normal"
"375833","Alert","PolicyViolation","Suspicious",124472049,171399826,36788,46630,5,FALSE,TRUE,132391954,19.93793,"Normal"
"336386","Warning","PolicyViolation","Anomalous",146106162,123621632,29025,50813,5,TRUE,FALSE,119560860,34.00382,"Normal"
"69108","Warning","PolicyViolation","Suspicious",128629519,175650146,40038,30787,7,FALSE,FALSE,128309003,25.67997,"Normal"
"296237","Warning","PolicyViolation","Suspicious",134479771,187750953,41288,40778,5,FALSE,FALSE,118191352,33.76368,"Normal"
"15900","Warning","ThreatDetected","Suspicious",129025847,158343083,33898,41859,5,FALSE,FALSE,149121375,31.57267,"Normal"
"269812","Warning","PolicyViolation","Suspicious",133104752,149216470,33745,30457,5,TRUE,FALSE,185770659,17.97967,"Normal"
"127539","Warning","PolicyViolation","Critical",127829483,104687818,21871,33204,4,TRUE,FALSE,145788050,23.80936,"Normal"
"90735","Warning","PolicyViolation","Anomalous",124368386,123788027,27850,37830,5,TRUE,FALSE,247934669,32.19813,"Normal"
"407605","Warning","PolicyViolation","Suspicious",137844781,182679161,41444,26819,6,TRUE,FALSE,114216647,25.66907,"Normal"
"98254","Warning","PolicyViolation","Suspicious",126742807,151905023,34111,49479,6,TRUE,FALSE,129090144,22.02976,"Normal"
"293952","Warning","PolicyViolation","Anomalous",104615244,119855995,28875,40705,6,FALSE,FALSE,114582238,36.57268,"Normal"
"184525","Warning","NormalOperation","Suspicious",131176225,156867324,36502,29725,7,FALSE,FALSE,150228388,24.51477,"Normal"
"278692","Warning","PolicyViolation","Anomalous",126210926,129191068,29426,28404,5,TRUE,FALSE,220581198,36.87478,"Normal"
"450228","Warning","NormalOperation","Anomalous",123407789,123559762,26540,33558,5,FALSE,FALSE,186566228,36.38009,"Normal"
"334619","Warning","PolicyViolation","Suspicious",179095339,105052809,30611,21756,5,TRUE,FALSE,136876236,27.65565,"Normal"
"219722","Warning","PolicyViolation","Suspicious",133588930,164642253,35427,36341,4,TRUE,TRUE,122278015,47.36703,"Normal"
"29315","Warning","PolicyViolation","Critical",115975586,97282658,21670,33162,5,TRUE,FALSE,147351831,27.92506,"Normal"
"7949","Informational","PolicyViolation","Anomalous",107752979,105880842,24538,33078,5,TRUE,TRUE,111253660,26.69793,"Normal"
"19482","Warning","PolicyViolation","Suspicious",135864150,156965682,35857,48240,6,FALSE,FALSE,117838543,41.84139,"Normal"
"354608","Informational","PolicyViolation","Suspicious",127834117,157994228,36763,44144,6,TRUE,FALSE,124496145,21.17741,"Normal"
"460570","Warning","PolicyViolation","Suspicious",123885605,177763737,38068,32201,5,FALSE,TRUE,146531478,33.90233,"Normal"
"368541","Warning","PolicyViolation","Anomalous",132397938,150193729,33308,22258,5,FALSE,FALSE,132298222,39.03602,"Normal"
"85399","Warning","PolicyViolation","Anomalous",135084742,112633909,24992,35789,4,FALSE,FALSE,122318271,16.31449,"Normal"
"102640","Warning","PolicyViolation","Suspicious",134868850,178172472,39172,13218,5,FALSE,FALSE,191273408,31.4149,"Normal"
"276807","Warning","PolicyViolation","Anomalous",126527481,112557092,25600,33402,5,FALSE,FALSE,113067133,24.1847,"Normal"
"116540","Warning","PolicyViolation","Suspicious",173764512,84103116,26312,33980,5,TRUE,FALSE,169536849,21.90245,"Normal"
"324331","Warning","ThreatDetected","Anomalous",124393388,120450342,30017,36135,8,TRUE,FALSE,182264669,36.85458,"Normal"
"466926","Warning","PolicyViolation","Suspicious",133693489,151684988,33114,29628,5,FALSE,FALSE,104692161,30.27238,"Normal"
"306654","Warning","PolicyViolation","Anomalous",118867535,110857439,23359,28719,4,FALSE,TRUE,140191867,28.19759,"Normal"
"316367","Warning","PolicyViolation","Anomalous",120737109,135872126,29351,31050,5,TRUE,TRUE,128358136,36.56192,"Normal"
"248058","Warning","PolicyViolation","Anomalous",124440128,128667308,27116,31331,4,FALSE,TRUE,202204750,33.32772,"Normal"
"257479","Alert","PolicyViolation","Suspicious",132372460,148768591,32806,35929,5,FALSE,FALSE,153893796,28.00435,"Normal"
"285788","Warning","PolicyViolation","Anomalous",130278540,123412573,28829,37928,6,TRUE,FALSE,143625174,20.17865,"Normal"
"64270","Warning","PolicyViolation","Suspicious",131765701,180702454,40930,27658,6,TRUE,FALSE,152487027,19.37165,"Normal"
"148496","Warning","PolicyViolation","Suspicious",130319041,164469080,36967,40732,6,TRUE,FALSE,172540054,31.7654,"Normal"
"308734","Warning","PolicyViolation","Suspicious",139799408,158595485,37937,34243,7,TRUE,FALSE,183586063,23.629,"Normal"
"133019","Alert","PolicyViolation","Elevated",130682137,196417463,42338,32504,5,FALSE,TRUE,128010807,29.90145,"Normal"
"244641","Informational","NormalOperation","Suspicious",132651169,170239364,36443,39259,5,FALSE,FALSE,137781350,37.72318,"Normal"
"225704","Warning","PolicyViolation","Anomalous",130286950,115459196,26361,39462,5,TRUE,FALSE,178909936,26.6683,"Normal"
"347644","Warning","PolicyViolation","Suspicious",129315728,139119189,33374,38232,6,TRUE,FALSE,199304156,27.0354,"Normal"
"416526","Warning","ThreatDetected","Anomalous",134266978,142130890,30993,31103,4,TRUE,FALSE,118832035,34.40345,"Normal"
"273444","Informational","PolicyViolation","Anomalous",127160952,146246734,31602,36399,5,TRUE,FALSE,179777508,13.66194,"Normal"
"56464","Warning","PolicyViolation","Anomalous",135235525,152852062,35586,37769,7,FALSE,FALSE,175219935,24.7191,"Normal"
"406558","Warning","PolicyViolation","Anomalous",128627921,158936597,35604,35166,6,FALSE,FALSE,163643129,28.50013,"Normal"
"461733","Warning","PolicyViolation","Suspicious",128380140,168539767,35571,32847,4,FALSE,TRUE,126453838,25.06222,"Normal"
"462190","Warning","PolicyViolation","Anomalous",129950508,121706325,28991,34140,6,FALSE,FALSE,185572296,25.22276,"Normal"
"249983","Warning","PolicyViolation","Elevated",135576113,202741645,44228,29154,6,FALSE,FALSE,172480419,28.43095,"Normal"
"306219","Warning","NormalOperation","Anomalous",127818122,139795040,30664,30679,5,TRUE,FALSE,187323143,31.90286,"Normal"
"237269","Warning","PolicyViolation","Suspicious",133634302,170681538,36507,31443,4,TRUE,FALSE,196795194,30.32239,"Normal"
